itr,acc,d_loss,g_loss,w_distance,fid
19384,65.625,0.5997713804244995,0.8626426458358765,0.26287126541137695,0.0009434082170023169
19385,65.625,0.6530123949050903,0.8016961812973022,0.14868378639221191,0.00045761773850580654
19386,84.375,0.47736865282058716,0.7942888736724854,0.3169202208518982,0.0004952948374143798
19387,46.875,0.6936414837837219,0.8420941829681396,0.14845269918441772,0.000558306863771292
19388,68.75,0.5185361504554749,0.8611010909080505,0.3425649404525757,0.0005471195526946909
19389,62.5,0.5719484090805054,0.895672619342804,0.3237242102622986,0.0002944436109368288
19390,59.375,0.6181274056434631,0.8345534205436707,0.21642601490020752,0.0006683017282494324
19391,59.375,0.6317921280860901,0.8845478296279907,0.25275570154190063,0.00019569068962803807
19392,62.5,0.5964195728302002,0.9127188920974731,0.31629931926727295,0.00019305263428852197
19393,62.5,0.6531839370727539,0.919082522392273,0.26589858531951904,0.00013264230135219185
19394,59.375,0.615150511264801,0.8829392790794373,0.26778876781463623,0.000276884565877667
19395,59.375,0.6134819984436035,0.8895847797393799,0.27610278129577637,0.00035101211919899697
19396,68.75,0.5445449948310852,0.8858734965324402,0.341328501701355,0.00043683237935847194
19397,62.5,0.5858138799667358,0.913102388381958,0.32728850841522217,0.00029742841905274354
19398,81.25,0.46292832493782043,0.9464544653892517,0.4835261404514313,0.00019256052654868425
19399,75.0,0.45671600103378296,0.9065387845039368,0.4498227834701538,0.0002513490866011441
19400,50.0,0.6980800032615662,0.8392997980117798,0.14121979475021362,0.0006705852518725803
19401,65.625,0.582738995552063,0.8705437183380127,0.2878047227859497,0.0004464007127720695
19402,62.5,0.6163666248321533,0.8593508005142212,0.24298417568206787,0.0001053364765688183
19403,53.125,0.6668084263801575,0.8895394802093506,0.22273105382919312,0.0002199515386944355
19404,71.875,0.5370365381240845,0.9059292078018188,0.3688926696777344,0.0004326526456965178
19405,56.25,0.6473737955093384,0.8495797514915466,0.20220595598220825,0.0003523491384389166
19406,59.375,0.6735332608222961,0.8565876483917236,0.1830543875694275,0.0006334237790361955
19407,68.75,0.5353596806526184,0.8780377507209778,0.3426780700683594,0.0010397419586818065
19408,56.25,0.6505348682403564,0.8312707543373108,0.18073588609695435,0.00036107722000967656
19409,53.125,0.6705201864242554,0.8308886885643005,0.16036850214004517,0.00043550640314501526
19410,59.375,0.6161061525344849,0.8801238536834717,0.2640177011489868,0.0005971395966710235
19411,62.5,0.6323913335800171,0.8420302867889404,0.20963895320892334,0.0005576269810400866
19412,71.875,0.5596487522125244,0.8267709016799927,0.26712214946746826,0.0004841948107801653
