102500 Discriminator_loss: 0.621722 acc.: 65.62% Generator_loss: 0.836252
103000 Discriminator_loss: 0.592154 acc.: 65.62% Generator_loss: 0.833422
103500 Discriminator_loss: 0.613407 acc.: 62.50% Generator_loss: 0.886560
104000 Discriminator_loss: 0.564700 acc.: 62.50% Generator_loss: 0.912086
104500 Discriminator_loss: 0.621258 acc.: 59.38% Generator_loss: 0.849417
105000 Discriminator_loss: 0.585846 acc.: 65.62% Generator_loss: 0.898455
105500 Discriminator_loss: 0.651226 acc.: 46.88% Generator_loss: 0.874390
106000 Discriminator_loss: 0.579168 acc.: 62.50% Generator_loss: 0.872948
106500 Discriminator_loss: 0.641603 acc.: 53.12% Generator_loss: 0.816150
107000 Discriminator_loss: 0.653386 acc.: 56.25% Generator_loss: 0.906326
107500 Discriminator_loss: 0.589077 acc.: 65.62% Generator_loss: 0.895558
108000 Discriminator_loss: 0.652512 acc.: 59.38% Generator_loss: 0.859307
108500 Discriminator_loss: 0.626655 acc.: 59.38% Generator_loss: 0.858032
109000 Discriminator_loss: 0.584996 acc.: 62.50% Generator_loss: 0.891040
109500 Discriminator_loss: 0.610144 acc.: 59.38% Generator_loss: 0.834810
110000 Discriminator_loss: 0.640595 acc.: 56.25% Generator_loss: 0.877881
110500 Discriminator_loss: 0.569020 acc.: 65.62% Generator_loss: 0.914540
111000 Discriminator_loss: 0.541116 acc.: 68.75% Generator_loss: 0.935559
111500 Discriminator_loss: 0.558695 acc.: 71.88% Generator_loss: 0.897240
112000 Discriminator_loss: 0.566359 acc.: 65.62% Generator_loss: 0.843881
112500 Discriminator_loss: 0.663275 acc.: 53.12% Generator_loss: 0.838449
113000 Discriminator_loss: 0.594647 acc.: 62.50% Generator_loss: 0.854422
113500 Discriminator_loss: 0.573734 acc.: 68.75% Generator_loss: 0.876126
114000 Discriminator_loss: 0.574847 acc.: 59.38% Generator_loss: 0.871960
114500 Discriminator_loss: 0.506763 acc.: 71.88% Generator_loss: 0.863431
115000 Discriminator_loss: 0.467746 acc.: 78.12% Generator_loss: 0.903058
115500 Discriminator_loss: 0.580914 acc.: 65.62% Generator_loss: 0.883976
116000 Discriminator_loss: 0.558451 acc.: 71.88% Generator_loss: 0.824524
116500 Discriminator_loss: 0.536199 acc.: 71.88% Generator_loss: 0.892689
117000 Discriminator_loss: 0.573659 acc.: 62.50% Generator_loss: 0.950014
117500 Discriminator_loss: 0.566412 acc.: 65.62% Generator_loss: 0.875854
118000 Discriminator_loss: 0.566920 acc.: 65.62% Generator_loss: 0.858878
118500 Discriminator_loss: 0.527236 acc.: 71.88% Generator_loss: 0.889678
119000 Discriminator_loss: 0.639651 acc.: 56.25% Generator_loss: 0.876277
119500 Discriminator_loss: 0.617105 acc.: 59.38% Generator_loss: 0.845862
120000 Discriminator_loss: 0.650041 acc.: 53.12% Generator_loss: 0.898557
120500 Discriminator_loss: 0.591640 acc.: 59.38% Generator_loss: 0.878864
121000 Discriminator_loss: 0.606026 acc.: 65.62% Generator_loss: 0.854023
121500 Discriminator_loss: 0.558458 acc.: 65.62% Generator_loss: 0.885797
122000 Discriminator_loss: 0.511851 acc.: 71.88% Generator_loss: 0.897400
122500 Discriminator_loss: 0.533050 acc.: 68.75% Generator_loss: 0.877330
123000 Discriminator_loss: 0.572909 acc.: 59.38% Generator_loss: 0.906531
123500 Discriminator_loss: 0.554804 acc.: 68.75% Generator_loss: 0.903156
124000 Discriminator_loss: 0.557860 acc.: 65.62% Generator_loss: 0.898122
124500 Discriminator_loss: 0.616198 acc.: 62.50% Generator_loss: 0.845836
